OrderID,Date,CustomerID,Product,Category,Quantity,UnitPrice
ORD-007331,2022-04-29,CUST-0969,Dumbbells,Sports,8,12.03
ORD-007332,2022-09-21,CUST-2868,Smartphone,Electronics,6,522.36
ORD-007333,2022-04-01,CUST-1629,Smartphone,Electronics,2,344.21
ORD-007334,2022-07-09,CUST-2543,Jacket,Clothing,7,54.86
ORD-007335,2022-07-26,CUST-3090,T-Shirt,Clothing,6,
ORD-007336,2023-01-29,CUST-0019,Headphones,Electronics,-7,1105.36
ORD-007337,2023-07-21,CUST-2255,Puzzle,Toys,5,28.05
ORD-007338,2022-03-05,CUST-0229,Tennis Racket,Sports,9,25.26
ORD-007339,2022-08-05,CUST-2004,Water Bottle,Sports,5,18.82
ORD-007340,2022-01-04,CUST-3673,Plant Pot,Home & Garden,6,169.88
ORD-007341,2022-09-02,CUST-4148,Water Bottle,Sports,7,22.35
ORD-007342,2023-06-18,CUST-3986,Action Figure,Toys,6,10.32
ORD-007343,2022-03-05,CUST-3943,Hat,Clothing,5,115.35
ORD-007344,2022-09-12,CUST-3169,Basketball,Sports,8,37.13
ORD-007345,2023-02-19,CUST-1463,Doll,Toys,4,24.3
ORD-007346,2022-05-01,CUST-0651,T-Shirt,Clothing,5,35.67
ORD-007347,2022-07-15,CUST-1863,Lego Set,Toys,3,72.92
ORD-007348,2022-06-02,CUST-4364,Action Figure,Toys,6,71.9
ORD-007349,2022-01-15,CUST-2408,Smartphone,Electronics,9,1003.7
ORD-007350,2023-01-29,CUST-2299,Action Figure,Toys,4,26.78
ORD-007351,2023-08-27,CUST-1272,Vacuum Cleaner,Home & Garden,3,84.9
ORD-007352,2022-11-16,CUST-1764,Board Game,Toys,10,65.96
ORD-007353,2023-02-03,CUST-0218,Dumbbells,Sports,7,37.49
ORD-007354,2022-05-21,CUST-4795,Plant Pot,Home & Garden,9,212.48
ORD-007355,2023-01-04,CUST-3438,Smartphone,Electronics,2,991.1
ORD-007356,2023-01-30,CUST-2954,Board Game,Toys,8,51.82
ORD-007357,2023-10-09,CUST-1447,Doll,Toys,5,32.55
ORD-007358,2022-05-14,CUST-3774,Yoga Mat,Sports,10,112.64
ORD-007359,2023-10-01,CUST-4812,Coffee Maker,Home & Garden,4,131.79
ORD-007360,2022-04-09,CUST-0978,Puzzle,Toys,5,70.4
ORD-007361,2023-04-03,CUST-0016,Board Game,Toys,4,16.16
ORD-007362,2022-05-27,CUST-2891,Puzzle,Toys,3,57.79
ORD-007363,2022-06-24,CUST-3623,Tablet,Electronics,1,433.72
ORD-007364,2023-07-10,CUST-4980,Lego Set,Toys,2,21.28
ORD-007365,2022-11-10,CUST-2526,Tennis Racket,Sports,7,115.07
ORD-007366,2023-05-31,CUST-1784,Yoga Mat,Sports,5,74.22
ORD-007367,2022-05-07,CUST-1336,Coffee Maker,Home & Garden,7,240.11
ORD-007368,2022-08-13,CUST-3016,Action Figure,Toys,4,78.13
ORD-007369,2023-09-27,CUST-2712,Tablet,Electronics,7,969.29
ORD-007370,2023-01-10,CUST-2967,Puzzle,Toys,8,22.16
ORD-007371,2023-08-05,CUST-4202,Lego Set,Toys,6,20.96
ORD-007372,2022-02-04,CUST-1492,Lamp,Home & Garden,9,99.37
ORD-007373,2022-10-19,CUST-1115,T-Shirt,Clothing,6,45.92
ORD-007374,2022-07-02,CUST-4734,Smartphone,Electronics,10,780.75
ORD-007375,2022-09-02,CUST-2036,Blender,Home & Garden,8,28.01
ORD-007376,2022-02-22,CUST-0029,Monitor,Electronics,2,932.2
ORD-007377,2023-05-04,CUST-3524,Jeans,Clothing,10,107.81
ORD-007378,2022-05-10,CUST-0579,Plant Pot,Home & Garden,8,95.59
ORD-007379,2023-05-19,CUST-0418,T-Shirt,Clothing,4,58.45
ORD-007380,2023-12-24,CUST-0442,Sneakers,Clothing,9,62.77
ORD-007381,2022-09-22,CUST-0163,Blender,Home & Garden,2,168.8
ORD-007382,2022-07-10,CUST-4153,Doll,Toys,7,61.37
ORD-007383,2022-03-01,CUST-0086,Jacket,Clothing,2,15.01
ORD-007384,2022-06-26,CUST-4327,Yoga Mat,Sports,4,62.22
ORD-007385,2023-12-11,CUST-4635,Tennis Racket,Sports,6,12.11
ORD-007386,2023-03-14,CUST-2191,Coffee Maker,Home & Garden,8,204.8
ORD-007387,2022-10-22,CUST-3425,Laptop,Electronics,6,1276.34
ORD-007388,2022-09-24,CUST-0247,Sneakers,Clothing,9,99.81
ORD-007389,2022-03-07,CUST-0939,T-Shirt,Clothing,9,117.31
ORD-007390,2022-03-18,CUST-3553,Lego Set,Toys,2,34.67
ORD-007391,2022-07-30,CUST-2154,Coffee Maker,Home & Garden,9,178.13
ORD-007392,2022-03-18,,Basketball,Sports,7,123.09
ORD-007393,2023-01-29,CUST-0082,Yoga Mat,Sports,6,110.37
ORD-007394,2022-04-08,CUST-0722,Board Game,Toys,3,48.62
ORD-007395,2023-11-07,CUST-2408,Coffee Maker,Home & Garden,8,193.68
ORD-007396,2022-07-16,CUST-2632,T-Shirt,Clothing,8,34.97
ORD-007397,2023-11-17,CUST-2936,Jeans,Clothing,5,83.36
ORD-007398,2022-10-28,CUST-4524,Smartphone,Electronics,7,1111.42
ORD-007399,2023-07-07,CUST-1796,Blender,Home & Garden,8,87.16
ORD-007400,2023-09-24,CUST-3359,Puzzle,Toys,6,38.55
ORD-007401,2023-09-18,CUST-2199,Plant Pot,Home & Garden,9,196.21
ORD-007402,2022-08-09,CUST-0661,Lego Set,Toys,8,49.73
ORD-007403,2023-10-10,CUST-2000,Lego Set,Toys,5,67.31
ORD-007404,2023-09-24,CUST-1784,Monitor,Electronics,9,497.96
ORD-007405,2023-09-03,CUST-0508,Jeans,Clothing,1,65.43
ORD-007406,2022-11-14,,Coffee Maker,Home & Garden,3,175.72
ORD-007407,2022-09-13,CUST-3642,Water Bottle,Sports,2,14.42
ORD-007408,2023-09-07,CUST-4422,Smartphone,Electronics,8,815.65
ORD-007409,2023-06-05,CUST-2193,Vacuum Cleaner,Home & Garden,5,108.46
ORD-007410,2022-05-18,CUST-2860,Basketball,Sports,3,22.51
ORD-007411,2022-12-06,CUST-0622,Laptop,Electronics,10,445.17
ORD-007412,2022-12-29,CUST-4304,T-Shirt,Clothing,7,50.85
ORD-007413,2022-01-12,CUST-0002,Tablet,Electronics,9,836.13
ORD-007414,2023-03-08,CUST-2445,Headphones,Electronics,4,713.88
ORD-007415,2022-11-30,CUST-3520,Board Game,Toys,2,68.84
ORD-007416,2023-07-26,CUST-0589,Monitor,Electronics,4,257.53
ORD-007417,2022-03-15,CUST-4841,Action Figure,Toys,4,41.33
ORD-007418,2022-06-24,CUST-2614,Sneakers,Clothing,6,105.09
ORD-007419,2022-11-18,CUST-0937,Coffee Maker,Home & Garden,5,180.89
ORD-007420,2023-03-18,CUST-3875,Jeans,Clothing,10,63.1
ORD-007421,2023-07-04,CUST-0668,Tablet,Electronics,9,259.45
ORD-007422,2023-01-22,CUST-0264,Lamp,Home & Garden,6,269.77
ORD-007423,2022-02-16,CUST-2063,Jacket,Clothing,4,87.69
ORD-007424,2023-02-21,CUST-3920,Jeans,Clothing,6,108.25
ORD-007425,2023-05-13,CUST-0063,Hat,Clothing,8,37.54
ORD-007426,2023-07-18,CUST-0234,Plant Pot,Home & Garden,2,293.23
ORD-007427,2023-03-23,CUST-1474,Doll,Toys,7,46.57
ORD-007428,2022-06-23,CUST-4289,Action Figure,Toys,5,21.91
ORD-007429,2023-02-08,CUST-0025,Water Bottle,Sports,9,90.41
ORD-007430,2022-09-02,CUST-1193,Tablet,Electronics,2,1023.3
ORD-007431,2022-10-12,CUST-2436,T-Shirt,Clothing,8,78.52
ORD-007432,2022-12-21,CUST-3411,Vacuum Cleaner,Home & Garden,1,99.3
ORD-007433,2022-11-13,CUST-2386,Monitor,Electronics,4,183.02
ORD-007434,2022-10-22,CUST-0781,Yoga Mat,Sports,1,18.74
ORD-007435,2023-03-28,CUST-2178,T-Shirt,Clothing,3,93.6
ORD-007436,2022-01-22,CUST-3072,Action Figure,Toys,9,63.7
ORD-007437,2023-07-27,CUST-4764,Monitor,Electronics,1,776.16
ORD-007438,2022-10-10,CUST-1232,Monitor,Electronics,6,390.72
ORD-007439,2023-04-19,CUST-1196,Sneakers,Clothing,10,59.49
ORD-007440,2022-10-13,CUST-2582,Doll,Toys,1,16.25
ORD-007441,2023-07-23,CUST-2643,Lamp,Home & Garden,2,219.33
ORD-007442,2023-05-24,CUST-4789,T-Shirt,Clothing,3,61.32
ORD-007443,2023-02-20,CUST-0760,Yoga Mat,Sports,9,68.65
ORD-007444,2023-12-17,CUST-3888,T-Shirt,Clothing,2,96.04
ORD-007445,2022-09-23,CUST-3790,Smartphone,Electronics,4,244.41
ORD-007446,2023-02-22,CUST-1711,Lamp,Home & Garden,2,83.87
ORD-007447,2022-09-05,CUST-3146,Jacket,Clothing,7,74.55
ORD-007448,2023-09-09,CUST-1963,Headphones,Electronics,9,1192.71
ORD-007449,2022-06-19,CUST-2312,Headphones,Electronics,7,598.04
ORD-007450,2023-12-04,CUST-0534,Lego Set,Toys,9,70.0
ORD-007451,2022-06-02,CUST-4702,Doll,Toys,6,23.51
ORD-007452,2023-01-01,CUST-0142,Tablet,Electronics,2,864.08
ORD-007453,2023-04-21,CUST-2465,Sneakers,Clothing,2,33.56
ORD-007454,2023-02-01,CUST-0799,Puzzle,Toys,2,19.13
ORD-007455,2022-06-09,CUST-0662,Board Game,Toys,4,48.24
ORD-007456,2022-08-29,CUST-1309,Puzzle,Toys,8,52.15
ORD-007457,2023-04-25,CUST-3782,Plant Pot,Home & Garden,5,200.16
ORD-007458,2022-05-22,CUST-0258,Dumbbells,Sports,-6,95.26
ORD-007459,2022-09-26,CUST-4788,Coffee Maker,Home & Garden,4,294.38
ORD-007460,2022-09-18,CUST-2617,Blender,Home & Garden,3,250.39
ORD-007461,2022-09-19,CUST-1027,Hat,Clothing,6,119.8
ORD-007462,2023-02-06,CUST-1661,Jacket,Clothing,6,70.43
ORD-007463,2022-07-14,CUST-1750,Headphones,Electronics,7,194.33
ORD-007464,2022-05-07,CUST-2000,Dumbbells,Sports,4,107.51
ORD-007465,2023-09-28,CUST-0444,Board Game,Toys,2,76.17
ORD-007466,2022-06-05,CUST-0626,Laptop,Electronics,2,799.01
ORD-007467,2022-02-20,CUST-4157,Water Bottle,Sports,10,39.86
ORD-007468,2022-03-06,CUST-1543,Puzzle,Toys,2,54.12
ORD-007469,2022-01-22,CUST-1325,Tablet,Electronics,3,864.74
ORD-007470,2023-10-14,CUST-0969,Action Figure,Toys,5,26.54
ORD-007471,2023-06-16,CUST-3455,Hat,Clothing,4,
ORD-007472,2023-07-10,CUST-4299,Basketball,Sports,10,70.99
ORD-007473,2022-02-22,CUST-1462,Vacuum Cleaner,Home & Garden,7,93.15
ORD-007474,2023-08-12,CUST-4339,Tennis Racket,Sports,9,48.27
ORD-007475,2023-12-04,CUST-3865,Smartphone,Electronics,10,108.6
ORD-007476,2022-06-06,CUST-2160,Puzzle,Toys,9,12.59
ORD-007477,2022-08-01,CUST-3291,Hat,Clothing,2,50.27
ORD-007478,2023-03-03,CUST-4300,Headphones,Electronics,1,1181.33
ORD-007479,2022-12-15,CUST-2271,Blender,Home & Garden,7,147.31
ORD-007480,2022-06-26,CUST-3413,Jeans,Clothing,5,51.18
ORD-007481,2023-05-01,CUST-2944,Doll,Toys,7,66.36
ORD-007482,2023-02-03,CUST-3057,Lego Set,Toys,10,14.11
ORD-007483,2023-04-27,CUST-1007,Monitor,Electronics,1,607.01
ORD-007484,2022-06-20,CUST-1754,Lamp,Home & Garden,7,23.22
ORD-007485,2022-06-27,CUST-1457,Lego Set,Toys,1,51.69
ORD-007486,2022-10-05,CUST-4376,Lego Set,Toys,9,56.04
ORD-007487,2023-06-30,CUST-0896,Tennis Racket,Sports,6,71.55
ORD-007488,2023-03-19,CUST-1750,Water Bottle,Sports,1,98.95
ORD-007489,2022-08-28,CUST-0388,Sneakers,Clothing,6,116.45
ORD-007490,2022-10-09,CUST-3472,Tennis Racket,Sports,4,37.32
ORD-007491,2022-02-24,CUST-2626,Vacuum Cleaner,Home & Garden,1,50.86
ORD-007492,2022-10-25,CUST-1863,Monitor,Electronics,3,1463.92
ORD-007493,2023-12-14,CUST-1836,Tablet,Electronics,9,566.46
ORD-007494,2022-05-08,CUST-0399,Headphones,Electronics,9,1274.6
ORD-007495,2022-06-23,CUST-1705,Laptop,Electronics,8,1068.92
ORD-007496,2022-12-11,CUST-3848,Water Bottle,Sports,9,49.38
ORD-007497,2022-05-18,CUST-0152,Laptop,Electronics,9,658.29
ORD-007498,2022-08-21,CUST-2486,Laptop,Electronics,9,841.29
ORD-007499,2022-09-20,CUST-0886,Action Figure,Toys,9,58.21
ORD-007500,2022-04-16,CUST-1586,Tablet,Electronics,5,812.28
ORD-007501,2023-03-01,CUST-1794,Blender,Home & Garden,10,93.68
ORD-007502,2023-12-11,CUST-4331,Water Bottle,Sports,4,54.43
ORD-007503,2022-10-20,CUST-2727,Yoga Mat,Sports,5,126.76
ORD-007504,2023-11-22,CUST-3730,Board Game,Toys,2,71.31
ORD-007505,2022-03-17,CUST-1049,Jeans,Clothing,7,61.54
ORD-007506,2022-12-30,CUST-2215,Jeans,Clothing,8,40.74
ORD-007507,2022-01-21,CUST-2221,Headphones,Electronics,6,1380.11
ORD-007508,2023-02-09,CUST-2212,Jeans,Clothing,4,53.63
ORD-007509,2022-09-06,CUST-1046,Doll,Toys,8,32.45
ORD-007510,2022-10-20,,Headphones,Electronics,3,148.36
ORD-007511,2023-08-14,CUST-3984,Puzzle,Toys,-9,33.37
ORD-007512,2023-02-20,CUST-3423,Basketball,Sports,10,38.65
ORD-007513,2023-07-05,CUST-1595,Yoga Mat,Sports,8,91.42
ORD-007514,2023-11-28,CUST-4371,Board Game,Toys,1,44.99
ORD-007515,2023-12-18,CUST-1994,Action Figure,Toys,1,17.57
ORD-007516,2022-01-06,CUST-4155,T-Shirt,Clothing,10,50.1
ORD-007517,2022-09-25,CUST-3238,Tennis Racket,Sports,5,139.67
ORD-007518,2022-07-02,CUST-1185,Coffee Maker,Home & Garden,6,105.44
ORD-007519,2023-11-08,CUST-2359,Puzzle,Toys,1,62.64
ORD-007520,2022-10-21,CUST-1483,Laptop,Electronics,3,823.11
ORD-007521,2022-08-15,CUST-3710,Headphones,Electronics,3,1283.65
ORD-007522,2022-03-03,CUST-1006,Sneakers,Clothing,3,84.3
ORD-007523,2022-02-02,CUST-4684,Water Bottle,Sports,7,54.31
ORD-007524,2023-10-05,,Coffee Maker,Home & Garden,3,281.89
ORD-007525,2022-11-22,CUST-4673,Action Figure,Toys,6,36.9
ORD-007526,2023-10-30,CUST-0291,Jeans,Clothing,2,39.86
ORD-007527,2022-01-18,CUST-0488,Water Bottle,Sports,5,11.44
ORD-007528,2023-08-10,CUST-1891,Lego Set,Toys,6,35.64
ORD-007529,2022-01-08,CUST-0311,Board Game,Toys,3,66.09
ORD-007530,2022-05-05,CUST-1802,Monitor,Electronics,2,50.21
ORD-007531,2022-10-14,CUST-0993,Board Game,Toys,7,27.83
ORD-007532,2022-04-11,CUST-3069,Laptop,Electronics,9,247.91
ORD-007533,2022-06-19,CUST-4728,Coffee Maker,Home & Garden,2,27.14
ORD-007534,2022-05-04,CUST-1781,Puzzle,Toys,3,74.84
ORD-007535,2022-05-04,CUST-2320,Sneakers,Clothing,4,48.28
ORD-007536,2023-09-25,CUST-0695,Yoga Mat,Sports,1,106.66
ORD-007537,2022-08-18,CUST-1163,Laptop,Electronics,6,935.49
ORD-007538,2022-07-03,CUST-4426,Headphones,Electronics,4,972.11
ORD-007539,2022-11-08,CUST-1001,Puzzle,Toys,8,76.07
ORD-007540,2022-09-05,CUST-0177,Tablet,Electronics,2,206.64
ORD-007541,2023-03-22,CUST-3653,Laptop,Electronics,5,209.04
ORD-007542,2023-11-22,CUST-4587,Board Game,Toys,1,38.45
ORD-007543,2023-10-03,CUST-0244,Tablet,Electronics,9,323.21
ORD-007544,2023-01-12,CUST-1189,Board Game,Toys,10,41.89
ORD-007545,2022-02-22,CUST-2584,Tennis Racket,Sports,7,106.27
ORD-007546,2023-03-12,CUST-3643,Smartphone,Electronics,8,1235.46
ORD-007547,2023-12-24,CUST-0156,Smartphone,Electronics,1,554.83
ORD-007548,2022-09-12,CUST-1353,Lamp,Home & Garden,8,245.63
ORD-007549,2023-03-12,CUST-4490,Doll,Toys,9,68.79
ORD-007550,2022-03-04,CUST-1118,Hat,Clothing,6,45.34
ORD-007551,2023-03-15,CUST-3197,Lego Set,Toys,6,58.02
ORD-007552,2022-05-14,CUST-1360,Lamp,Home & Garden,5,
ORD-007553,2022-12-07,CUST-4996,Board Game,Toys,8,48.45
ORD-007554,2023-11-11,CUST-3560,Lamp,Home & Garden,8,209.62
ORD-007555,2023-02-14,CUST-4616,Action Figure,Toys,6,67.65
ORD-007556,2022-07-16,CUST-4460,Blender,Home & Garden,1,191.21
ORD-007557,2023-10-30,CUST-1616,T-Shirt,Clothing,1,118.03
ORD-007558,2022-12-16,CUST-1252,Headphones,Electronics,-7,425.22
ORD-007559,2022-09-19,CUST-0425,Lamp,Home & Garden,6,142.39
ORD-007560,2023-04-28,CUST-2106,Hat,Clothing,6,114.03
ORD-007561,2023-11-16,CUST-2465,Board Game,Toys,1,51.51
ORD-007562,2022-03-30,CUST-1496,Board Game,Toys,2,68.43
ORD-007563,2022-10-19,CUST-4782,Vacuum Cleaner,Home & Garden,3,71.45
ORD-007564,2022-12-10,CUST-4104,Tennis Racket,Sports,3,71.36
ORD-007565,2023-02-25,CUST-1799,Headphones,Electronics,10,1294.11
ORD-007566,2022-11-08,CUST-3617,Doll,Toys,5,14.7
ORD-007567,2023-06-03,CUST-0521,Headphones,Electronics,10,1150.56
ORD-007568,2023-06-01,CUST-4843,Plant Pot,Home & Garden,3,88.5
ORD-007569,2023-01-21,CUST-3025,Plant Pot,Home & Garden,4,269.47
ORD-007570,2023-11-28,CUST-2420,Jeans,Clothing,6,76.0
ORD-007571,2022-10-30,CUST-0105,Tennis Racket,Sports,6,110.55
ORD-007572,2023-02-04,CUST-3630,Jacket,Clothing,10,115.27
ORD-007573,2023-09-23,CUST-3139,Jacket,Clothing,8,106.36
ORD-007574,2023-03-10,CUST-2982,Basketball,Sports,6,136.28
ORD-007575,2023-01-28,CUST-2930,Lamp,Home & Garden,7,52.08
ORD-007576,2023-02-23,CUST-3765,Doll,Toys,10,25.78
ORD-007577,2023-10-21,CUST-3332,Jeans,Clothing,5,44.76
ORD-007578,2022-11-20,CUST-0685,Plant Pot,Home & Garden,3,219.7
ORD-007579,2023-03-31,CUST-3665,Coffee Maker,Home & Garden,8,226.32
ORD-007580,2022-02-27,CUST-0949,Monitor,Electronics,9,1417.5
ORD-007581,2022-08-08,CUST-2317,Coffee Maker,Home & Garden,4,111.9
ORD-007582,2023-03-15,CUST-2970,Lamp,Home & Garden,9,195.75
ORD-007583,2023-06-08,CUST-2554,Tennis Racket,Sports,-9,120.38
ORD-007584,2023-01-15,CUST-3702,Tennis Racket,Sports,7,121.88
ORD-007585,2022-07-27,CUST-1385,Blender,Home & Garden,9,238.42
ORD-007586,2023-09-29,CUST-1162,Monitor,Electronics,4,644.65
ORD-007587,2023-04-14,CUST-1898,Action Figure,Toys,7,73.91
ORD-007588,2022-06-12,CUST-4079,Dumbbells,Sports,4,67.89
ORD-007589,2023-04-16,CUST-3543,Tennis Racket,Sports,8,98.02
ORD-007590,2023-02-09,CUST-0902,Jeans,Clothing,5,105.41
ORD-007591,2023-04-05,CUST-1428,Vacuum Cleaner,Home & Garden,10,295.8
ORD-007592,2022-07-08,CUST-3463,Headphones,Electronics,9,972.67
ORD-007593,2023-10-23,CUST-3919,Action Figure,Toys,9,27.1
ORD-007594,2022-01-13,CUST-1812,T-Shirt,Clothing,6,56.34
ORD-007595,2022-09-12,CUST-0330,Lego Set,Toys,2,51.96
ORD-007596,2023-08-06,CUST-3299,Jacket,Clothing,10,72.49
ORD-007597,2022-03-07,CUST-0352,T-Shirt,Clothing,9,102.29
ORD-007598,2022-08-07,CUST-4550,Headphones,Electronics,1,1220.0
ORD-007599,2023-02-10,CUST-3325,Smartphone,Electronics,1,626.19
ORD-007600,2023-03-06,CUST-0723,Headphones,Electronics,9,1190.31
ORD-007601,2023-10-31,CUST-3920,Lamp,Home & Garden,9,218.55
ORD-007602,2022-02-24,CUST-1387,Lamp,Home & Garden,4,160.47
ORD-007603,2022-05-26,CUST-3756,Board Game,Toys,6,56.86
ORD-007604,2022-12-11,CUST-4436,Action Figure,Toys,6,70.17
ORD-007605,2022-05-08,CUST-4846,Lego Set,Toys,3,37.71
ORD-007606,2023-04-01,CUST-4241,Jacket,Clothing,6,92.01
ORD-007607,2023-01-03,CUST-0906,Hat,Clothing,2,58.18
ORD-007608,2022-04-02,CUST-3774,Jeans,Clothing,4,119.36
ORD-007609,2022-09-13,CUST-3232,Lego Set,Toys,8,12.78
ORD-007610,2022-12-04,CUST-0278,Jacket,Clothing,4,27.54
ORD-007611,2022-11-26,CUST-3319,T-Shirt,Clothing,4,42.5
ORD-007612,2022-06-27,CUST-0136,Plant Pot,Home & Garden,5,192.75
ORD-007613,2022-01-03,CUST-3113,Board Game,Toys,9,52.79
ORD-007614,2023-04-05,CUST-0273,Jacket,Clothing,6,57.14
ORD-007615,2022-05-03,CUST-0411,Basketball,Sports,10,108.25
ORD-007616,2023-08-15,CUST-3160,Tablet,Electronics,10,682.43
ORD-007617,2023-08-24,CUST-1851,Vacuum Cleaner,Home & Garden,8,277.62
ORD-007618,2023-01-07,CUST-3488,Jeans,Clothing,7,16.98
ORD-007619,2023-11-20,CUST-0646,Jeans,Clothing,4,22.3
ORD-007620,2022-06-13,CUST-3501,Lego Set,Toys,8,26.01
ORD-007621,2022-02-13,CUST-1620,Coffee Maker,Home & Garden,4,222.88
ORD-007622,2023-06-04,CUST-4999,Lamp,Home & Garden,1,96.87
ORD-007623,2022-04-13,CUST-0629,Water Bottle,Sports,9,112.85
ORD-007624,2022-11-16,CUST-2019,Basketball,Sports,9,58.46
ORD-007625,2023-11-29,CUST-2166,Basketball,Sports,8,69.99
ORD-007626,2022-02-25,CUST-0216,Dumbbells,Sports,8,12.05
ORD-007627,2022-10-25,,Blender,Home & Garden,9,205.83
ORD-007628,2023-11-20,CUST-3695,Headphones,Electronics,5,1354.56
ORD-007629,2023-07-26,CUST-2014,Lamp,Home & Garden,9,286.07
ORD-007630,2022-09-30,CUST-1913,Action Figure,Toys,6,64.33
ORD-007631,2023-10-27,CUST-2163,Puzzle,Toys,9,26.27
ORD-007632,2022-02-20,CUST-4389,Monitor,Electronics,6,1196.44
ORD-007633,2023-12-22,CUST-4833,Lego Set,Toys,7,
ORD-007634,2022-01-30,CUST-2066,Sneakers,Clothing,1,76.95
ORD-007635,2022-12-10,CUST-2390,Puzzle,Toys,5,54.23
ORD-007636,2023-10-23,CUST-0068,Blender,Home & Garden,7,84.77
ORD-007637,2023-12-07,CUST-3173,Water Bottle,Sports,1,46.08
ORD-007638,2023-11-13,CUST-4540,Headphones,Electronics,5,413.04
ORD-007639,2022-07-10,CUST-2147,Action Figure,Toys,5,48.25
ORD-007640,2022-04-10,CUST-4151,Board Game,Toys,2,64.23
ORD-007641,2023-06-18,CUST-3276,Lego Set,Toys,7,14.59
ORD-007642,2023-05-26,CUST-0513,Coffee Maker,Home & Garden,8,272.1
ORD-007643,2023-11-18,CUST-0970,Headphones,Electronics,7,646.49
ORD-007644,2022-10-11,CUST-3465,T-Shirt,Clothing,3,113.58
ORD-007645,2023-05-20,CUST-4447,Tennis Racket,Sports,4,56.93
ORD-007646,2022-08-07,CUST-3495,Smartphone,Electronics,3,1304.83
ORD-007647,2022-11-26,CUST-4602,Yoga Mat,Sports,6,133.18
ORD-007648,2022-11-02,CUST-2175,Tablet,Electronics,6,146.17
ORD-007649,2023-05-08,CUST-3433,Hat,Clothing,10,81.29
ORD-007650,2022-01-29,CUST-3062,Doll,Toys,1,78.22
ORD-007651,2022-10-11,CUST-3652,Jeans,Clothing,8,97.6
ORD-007652,2023-05-17,CUST-2586,Action Figure,Toys,2,39.82
ORD-007653,2023-04-02,CUST-0530,Lego Set,Toys,2,18.33
ORD-007654,2022-05-03,CUST-3145,T-Shirt,Clothing,6,79.62
ORD-007655,2022-05-26,CUST-3807,Doll,Toys,2,16.54
ORD-007656,2022-08-25,CUST-2298,Coffee Maker,Home & Garden,3,141.44
ORD-007657,2022-08-19,CUST-2727,Puzzle,Toys,10,42.52
ORD-007658,2022-03-04,,Lamp,Home & Garden,5,64.56
ORD-007659,2022-09-15,CUST-1468,Doll,Toys,7,74.82
ORD-007660,2023-06-18,CUST-3354,Water Bottle,Sports,9,20.67
ORD-007661,2023-08-29,CUST-1066,Coffee Maker,Home & Garden,4,228.0
ORD-007662,2023-02-09,CUST-2483,Tablet,Electronics,2,921.03
ORD-007663,2022-03-03,CUST-1195,Tablet,Electronics,5,253.69
ORD-007664,2023-08-09,CUST-1047,Headphones,Electronics,8,1484.58
ORD-007665,2022-10-10,CUST-4349,Hat,Clothing,7,23.33
ORD-007666,2023-11-23,CUST-4183,Yoga Mat,Sports,1,26.83
ORD-007667,2023-01-17,CUST-1247,Smartphone,Electronics,3,561.49
ORD-007668,2022-06-06,CUST-4994,T-Shirt,Clothing,7,58.96
ORD-007669,2023-10-21,CUST-3446,Yoga Mat,Sports,4,71.65
ORD-007670,2023-08-03,CUST-3070,Plant Pot,Home & Garden,6,85.42
ORD-007671,2022-12-17,CUST-3712,Lego Set,Toys,4,42.13
ORD-007672,2023-11-24,CUST-4558,Plant Pot,Home & Garden,10,49.93
ORD-007673,2023-07-14,CUST-0663,Puzzle,Toys,8,66.12
ORD-007674,2023-07-18,CUST-4830,Tablet,Electronics,7,251.56
ORD-007675,2023-05-31,CUST-3793,Tablet,Electronics,6,741.39
ORD-007676,2022-07-01,CUST-0870,Laptop,Electronics,1,424.62
ORD-007677,2022-10-26,CUST-0366,Tennis Racket,Sports,7,82.23
ORD-007678,2023-03-31,CUST-0034,Doll,Toys,2,74.84
ORD-007679,2022-02-25,CUST-1162,Tennis Racket,Sports,3,40.41
ORD-007680,2023-10-27,CUST-3470,Jeans,Clothing,2,90.99
ORD-007681,2022-05-30,CUST-3226,Headphones,Electronics,7,1360.7
ORD-007682,2022-05-12,CUST-3301,Water Bottle,Sports,3,135.26
ORD-007683,2022-08-26,CUST-2369,T-Shirt,Clothing,5,90.11
ORD-007684,2023-12-23,CUST-4851,Doll,Toys,3,79.62
ORD-007685,2023-08-26,CUST-3201,Puzzle,Toys,6,23.45
ORD-007686,2023-06-01,CUST-1530,Dumbbells,Sports,8,137.19
ORD-007687,2023-12-18,CUST-4338,Jacket,Clothing,6,86.98
ORD-007688,2022-04-26,CUST-1775,Hat,Clothing,2,97.75
ORD-007689,2022-06-11,CUST-1844,Board Game,Toys,8,32.37
ORD-007690,2022-02-20,CUST-3052,Vacuum Cleaner,Home & Garden,5,27.53
ORD-007691,2022-12-27,CUST-1575,Jacket,Clothing,2,111.7
ORD-007692,2023-05-04,CUST-0281,Jacket,Clothing,10,
ORD-007693,2023-04-27,CUST-0804,Water Bottle,Sports,8,81.99
ORD-007694,2023-12-06,CUST-3136,Laptop,Electronics,5,1258.68
ORD-007695,2023-05-26,CUST-4970,Blender,Home & Garden,8,261.23
ORD-007696,2023-02-11,CUST-4715,Blender,Home & Garden,8,61.22
ORD-007697,2022-05-04,CUST-1339,Sneakers,Clothing,10,48.02
ORD-007698,2022-09-05,CUST-3411,Board Game,Toys,1,14.21
ORD-007699,2023-06-08,CUST-3062,Jacket,Clothing,1,29.11
